Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Beta_ModuloStep;Gamma_Sawtooth;Beta_LineChain,23.325,30.474,21.979,18.831,30.456,23.691,17.556,24.101,30.918,9.627,EVOLVING,2000,77,37,37,37
2,Alpha_StarGraph;Delta_Extremist;Alpha_Reversed,23.325,30.474,21.979,68.783,30.456,23.691,63.331,24.101,30.918,56.939,EVOLVING,2000,79,36,36,73
3,Alpha_Reversed;Beta_ModuloStep;Gamma_Disconnected,23.325,89.544,21.979,68.783,30.456,96.664,96.248,24.101,30.918,56.939,EVOLVING,2000,73,37,37,110
4,Beta_ModuloStep;Beta_LineChain;Gamma_Sawtooth,23.325,105.567,21.979,68.783,103.069,96.664,96.248,24.101,123.35,56.939,EVOLVING,2000,66,38,38,148
5,Alpha_StarGraph;Beta_LineChain;Alpha_HashCollision,123.588,105.567,21.979,135.289,138.74,96.664,96.248,24.101,123.35,56.939,EVOLVING,2000,68,37,37,185
6,Delta_Extremist;Beta_AllEqual;Alpha_StarGraph,123.588,105.567,21.979,160.792,138.74,96.664,96.248,172.715,123.35,169.178,EVOLVING,2000,65,40,40,225
7,Gamma_Sawtooth;Gamma_Disconnected;Alpha_StarGraph,123.588,105.567,21.979,192.597,138.74,187.889,96.248,172.715,188.343,169.178,EVOLVING,2000,66,38,38,263
8,Beta_AllEqual;Gamma_Sawtooth;Beta_ModuloStep,123.588,201.175,21.979,192.597,138.74,187.889,96.248,216.774,188.343,169.178,EVOLVING,2000,70,39,39,302
9,Beta_LineChain;Beta_ModuloStep;Alpha_Reversed,123.588,201.175,21.979,192.597,218.253,187.889,232.583,216.774,188.343,169.178,EVOLVING,2000,72,37,37,339
10,Beta_AllEqual;Gamma_Disconnected;Beta_LineChain,123.588,201.175,21.979,192.597,249.2,219.858,232.583,229.343,188.343,169.178,EVOLVING,2000,76,33,33,372
