Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_StarGraph;Beta_AllEqual;Gamma_LoadFactor,25.515,22.985,29.187,25.864,18.202,23.955,21.903,13.633,16.886,8.504,EVOLVING,100.0,216,69,285,285
2,Alpha_HashCollision;Gamma_LoadFactor;Beta_AllEqual,28.922,22.985,31.883,25.864,18.202,23.955,21.903,15.249,16.886,8.504,EVOLVING,100.0,217,75,292,577
3,Gamma_Sawtooth;Beta_LineChain;Alpha_HashCollision,31.862,22.985,31.883,25.864,20.616,23.955,21.903,15.249,20.482,8.504,EVOLVING,100.0,212,71,283,860
4,Gamma_LoadFactor;Beta_ModuloStep;Beta_AllEqual,31.862,27.294,36.419,25.864,20.616,23.955,21.903,17.181,20.482,8.504,EVOLVING,100.0,214,77,291,1151
5,Alpha_StarGraph;Beta_AllEqual;Delta_Extremist,31.862,27.294,36.419,29.83,20.616,23.955,21.903,20.538,20.482,10.207,EVOLVING,100.0,213,75,288,1439
6,Delta_Extremist;Gamma_Sawtooth;Beta_LineChain,31.862,27.294,36.419,29.83,22.583,23.955,21.903,20.538,22.966,11.804,EVOLVING,100.0,216,78,294,1733
7,Beta_ModuloStep;Beta_AllEqual;Gamma_Sawtooth,31.862,32.295,36.419,29.83,22.583,23.955,21.903,22.36,24.454,11.804,EVOLVING,100.0,215,72,287,2020
8,Beta_ModuloStep;Alpha_HashCollision;Beta_AllEqual,37.168,35.78,36.419,29.83,22.583,23.955,21.903,26.705,24.454,11.804,EVOLVING,100.0,216,74,290,2310
9,Beta_LineChain;Alpha_Reversed;Alpha_StarGraph,37.168,35.78,36.419,33.247,25.737,23.955,24.292,26.705,24.454,11.804,EVOLVING,100.0,219,69,288,2598
10,Delta_Extremist;Beta_LineChain;Gamma_LoadFactor,37.168,35.78,40.237,33.247,29.657,23.955,24.292,26.705,24.454,13.414,EVOLVING,100.0,217,76,293,2891
11,Beta_AllEqual;Alpha_Reversed;Delta_Extremist,37.168,35.78,40.237,33.247,29.657,23.955,27.85,30.572,24.454,15.602,EVOLVING,100.0,209,75,284,3175
12,Alpha_StarGraph;Delta_Extremist;Gamma_LoadFactor,37.168,35.78,49.318,38.416,29.657,23.955,27.85,30.572,24.454,20.909,EVOLVING,100.0,209,72,281,3456
13,Alpha_Reversed;Beta_AllEqual;Beta_LineChain,37.168,35.78,49.318,38.416,34.42,23.955,33.102,36.465,24.454,20.909,EVOLVING,100.0,220,69,289,3745
14,Delta_Extremist;Alpha_HashCollision;Beta_ModuloStep,43.128,45.424,49.318,38.416,34.42,23.955,33.102,36.465,24.454,24.552,EVOLVING,100.0,223,82,305,4050
15,Gamma_Disconnected;Gamma_LoadFactor;Beta_AllEqual,43.128,45.424,62.186,38.416,34.42,29.729,33.102,45.141,24.454,24.552,EVOLVING,100.0,212,77,289,4339
16,Alpha_StarGraph;Alpha_HashCollision;Gamma_Disconnected,53.348,45.424,62.186,50.466,34.42,40.932,33.102,45.141,24.454,24.552,EVOLVING,100.0,210,78,288,4627
17,Alpha_StarGraph;Gamma_Sawtooth;Alpha_HashCollision,45.0,45.424,62.186,709.23,34.42,40.932,33.102,45.141,29.822,24.552,TLE_ACHIEVED,100.0,219,72,291,4918
