Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Alpha_HashCollision;Alpha_Reversed;Gamma_Sawtooth,31.55,24.146,25.411,15.985,25.247,25.329,34.221,25.843,38.568,14.09,EVOLVING,2000.0,222,75,297,297
2,Delta_Extremist;Gamma_LoadFactor;Alpha_StarGraph,31.55,24.146,58.995,69.209,25.247,25.329,34.221,25.843,38.568,66.827,EVOLVING,2000.0,214,72,286,583
3,Beta_LineChain;Beta_ModuloStep;Gamma_LoadFactor,31.55,101.7,90.052,69.209,102.564,25.329,34.221,25.843,38.568,66.827,EVOLVING,2000.0,216,73,289,872
4,Beta_ModuloStep;Gamma_Disconnected;Delta_Extremist,31.55,127.724,90.052,69.209,102.564,129.431,34.221,25.843,38.568,106.908,EVOLVING,2000.0,222,77,299,1171
5,Alpha_Reversed;Beta_AllEqual;Delta_Extremist,31.55,127.724,90.052,69.209,102.564,129.431,128.646,128.317,38.568,133.788,EVOLVING,2000.0,215,76,291,1462
6,Alpha_Reversed;Delta_Extremist;Beta_LineChain,31.55,127.724,90.052,69.209,147.968,129.431,154.257,128.317,38.568,168.737,EVOLVING,2000.0,214,72,286,1748
7,Beta_AllEqual;Alpha_HashCollision;Gamma_Disconnected,207.13,127.724,90.052,69.209,147.968,171.962,154.257,191.426,38.568,168.737,EVOLVING,2000.0,208,83,291,2039
8,Beta_AllEqual;Gamma_LoadFactor;Gamma_Disconnected,207.13,127.724,180.151,69.209,147.968,207.519,154.257,220.964,38.568,168.737,EVOLVING,2000.0,207,70,277,2316
9,Beta_LineChain;Beta_ModuloStep;Gamma_LoadFactor,207.13,196.257,247.61,69.209,223.262,207.519,154.257,220.964,38.568,168.737,EVOLVING,2000.0,222,79,301,2617
10,Beta_ModuloStep;Delta_Extremist;Beta_AllEqual,207.13,250.886,247.61,69.209,223.262,207.519,154.257,237.519,38.568,209.052,EVOLVING,2000.0,216,80,296,2913
