Generation,Active_Islands,Alpha_HashCollision,Beta_ModuloStep,Gamma_LoadFactor,Alpha_StarGraph,Beta_LineChain,Gamma_Disconnected,Alpha_Reversed,Beta_AllEqual,Gamma_Sawtooth,Delta_Extremist,Status,Target_Time_Limit_MS,Input_Tokens_Gen,Output_Tokens_Gen,Tokens_Used_This_Gen,Cumulative_Tokens
1,Gamma_Disconnected;Beta_LineChain;Alpha_StarGraph,10.436,24.361,15.946,20.492,10.29,13.019,12.917,21.418,11.953,21.56,EVOLVING,2000.0,207,71,278,278
2,Beta_LineChain;Gamma_LoadFactor;Alpha_HashCollision,12.218,24.361,18.013,20.492,12.242,13.019,12.917,21.418,11.953,21.56,EVOLVING,2000.0,215,69,284,562
3,Beta_AllEqual;Gamma_Sawtooth;Beta_LineChain,12.218,24.361,18.013,20.492,14.421,13.019,12.917,24.089,13.012,21.56,EVOLVING,2000.0,213,76,289,851
4,Delta_Extremist;Alpha_Reversed;Alpha_StarGraph,12.218,24.361,18.013,22.519,14.421,13.019,14.404,24.089,13.012,24.871,EVOLVING,2000.0,213,77,290,1141
5,Gamma_Sawtooth;Gamma_Disconnected;Beta_AllEqual,12.218,24.361,18.013,22.519,14.421,14.589,14.404,25.855,14.477,24.871,EVOLVING,2000.0,211,73,284,1425
6,Beta_AllEqual;Beta_LineChain;Gamma_Sawtooth,12.218,24.361,18.013,22.519,17.459,14.589,14.404,29.18,16.22,24.871,EVOLVING,2000.0,215,73,288,1713
7,Gamma_Sawtooth;Beta_ModuloStep;Alpha_Reversed,12.218,27.309,18.013,22.519,17.459,14.589,17.208,29.18,18.125,24.871,EVOLVING,2000.0,209,77,286,1999
8,Beta_LineChain;Gamma_LoadFactor;Gamma_Disconnected,12.218,27.309,21.301,22.519,20.991,16.372,17.208,29.18,18.125,24.871,EVOLVING,2000.0,219,70,289,2288
9,Beta_LineChain;Beta_AllEqual;Delta_Extremist,12.218,27.309,21.301,22.519,24.2,16.372,17.208,31.652,18.125,26.622,EVOLVING,2000.0,214,76,290,2578
10,Beta_ModuloStep;Alpha_Reversed;Alpha_StarGraph,12.218,32.643,21.301,26.387,24.2,16.372,19.088,31.652,18.125,26.622,EVOLVING,2000.0,221,71,292,2870
11,Alpha_StarGraph;Gamma_Disconnected;Beta_LineChain,12.218,32.643,21.301,31.27,26.159,17.946,19.088,31.652,18.125,26.622,EVOLVING,2000.0,215,78,293,3163
12,Alpha_HashCollision;Alpha_Reversed;Gamma_LoadFactor,14.668,32.643,24.351,31.27,26.159,17.946,22.066,31.652,18.125,26.622,EVOLVING,2000.0,218,78,296,3459
13,Alpha_StarGraph;Gamma_Sawtooth;Alpha_HashCollision,18.085,32.643,24.351,32.848,26.159,17.946,22.066,31.652,22.005,26.622,EVOLVING,2000.0,216,78,294,3753
14,Gamma_LoadFactor;Alpha_HashCollision;Alpha_StarGraph,21.114,32.643,29.036,37.87,26.159,17.946,22.066,31.652,22.005,26.622,EVOLVING,2000.0,208,75,283,4036
15,Beta_AllEqual;Alpha_HashCollision;Gamma_LoadFactor,22.839,32.643,34.214,37.87,26.159,17.946,22.066,34.694,22.005,26.622,EVOLVING,2000.0,214,78,292,4328
16,Alpha_HashCollision;Beta_LineChain;Beta_AllEqual,25.701,32.643,34.214,37.87,30.41,17.946,22.066,37.168,22.005,26.622,EVOLVING,2000.0,220,77,297,4625
17,Beta_ModuloStep;Alpha_HashCollision;Beta_LineChain,30.332,37.541,34.214,37.87,35.803,17.946,22.066,37.168,22.005,26.622,EVOLVING,2000.0,217,79,296,4921
18,Beta_AllEqual;Beta_ModuloStep;Alpha_StarGraph,30.332,43.174,34.214,44.706,35.803,17.946,22.066,46.349,22.005,26.622,EVOLVING,2000.0,216,73,289,5210
19,Alpha_Reversed;Gamma_Sawtooth;Gamma_LoadFactor,30.332,43.174,42.474,44.706,35.803,17.946,28.297,46.349,26.59,26.622,EVOLVING,2000.0,223,76,299,5509
20,Beta_AllEqual;Delta_Extremist;Alpha_HashCollision,36.623,43.174,42.474,44.706,35.803,17.946,28.297,55.203,26.59,32.696,EVOLVING,2000.0,219,74,293,5802
21,Gamma_Sawtooth;Alpha_HashCollision;Alpha_StarGraph,46.459,43.174,42.474,55.874,35.803,17.946,28.297,55.203,32.896,32.696,EVOLVING,2000.0,213,67,280,6082
22,Gamma_Sawtooth;Alpha_HashCollision;Delta_Extremist,51.624,43.174,42.474,55.874,35.803,17.946,28.297,55.203,42.033,39.733,EVOLVING,2000.0,220,83,303,6385
23,Alpha_StarGraph;Beta_ModuloStep;Gamma_Disconnected,51.624,49.571,42.474,67.032,35.803,24.361,28.297,55.203,42.033,39.733,EVOLVING,2000.0,210,76,286,6671
24,Gamma_Sawtooth;Delta_Extremist;Alpha_StarGraph,51.624,49.571,42.474,78.097,35.803,24.361,28.297,55.203,53.918,50.271,EVOLVING,2000.0,217,71,288,6959
25,Gamma_Disconnected;Beta_AllEqual;Gamma_Sawtooth,51.624,49.571,42.474,78.097,35.803,2358.5,28.297,69.516,62.801,50.271,TLE_ACHIEVED,2000.0,219,77,296,7255
